Source,Target,Type,Id,Label,timeset,Weight,book
Gyles-Rosby,Tyrion-Lannister,Undirected,451,,,3,2
Gynir,Wex-Pyke,Undirected,452,,,4,2
Hake,Jon-Snow,Undirected,453,,,4,2
Hallis-Mollen,Wendel-Manderly,Undirected,454,,,3,2
Hallyne,Joffrey-Baratheon,Undirected,455,,,3,2
Hallyne,Tyrion-Lannister,Undirected,456,,,5,2
Halys-Hornwood,Rodrik-Cassel,Undirected,457,,,3,2
Harren-Hoare,Nan,Undirected,458,,,5,2
High-Septon-(fat_one),Tyrion-Lannister,Undirected,459,,,4,2
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,460,,,4,2
Hobber-Redwyne,Horas-Redwyne,Undirected,461,,,7,2
Hodor,Jojen-Reed,Undirected,462,,,3,2
Hodor,Luwin,Undirected,463,,,17,2
Hodor,Meera-Reed,Undirected,464,,,10,2
Hodor,Osha,Undirected,465,,,16,2
Hodor,Rickon-Stark,Undirected,466,,,11,2
Hodor,Rodrik-Cassel,Undirected,467,,,3,2
Hodor,Wyman-Manderly,Undirected,468,,,3,2
Horas-Redwyne,Joffrey-Baratheon,Undirected,469,,,3,2
Hoster-Tully,Vyman,Undirected,470,,,3,2
Hot-Pie,Lommy-Greenhands,Undirected,471,,,28,2
Hot-Pie,Mebble,Undirected,472,,,4,2
Hot-Pie,Weasel,Undirected,473,,,4,2
Hot-Pie,Woth,Undirected,474,,,5,2
Hot-Pie,Yoren,Undirected,475,,,8,2
Ilyn-Payne,Joffrey-Baratheon,Undirected,476,,,13,2
Ilyn-Payne,Meryn-Trant,Undirected,477,,,8,2
Ilyn-Payne,Polliver,Undirected,478,,,3,2
Ilyn-Payne,Rafford,Undirected,479,,,3,2
Ilyn-Payne,Sandor-Clegane,Undirected,480,,,8,2
Ilyn-Payne,Sansa-Stark,Undirected,481,,,9,2
Ilyn-Payne,Tickler,Undirected,482,,,5,2
Irri,Jhiqui,Undirected,483,,,3,2
Jacelyn-Bywater,Janos-Slynt,Undirected,484,,,4,2
Jacelyn-Bywater,Joffrey-Baratheon,Undirected,485,,,7,2
Jacelyn-Bywater,Lancel-Lannister,Undirected,486,,,3,2
Jacelyn-Bywater,Tommen-Baratheon,Undirected,487,,,6,2
Jacelyn-Bywater,Tyrion-Lannister,Undirected,488,,,16,2
Jacelyn-Bywater,Varys,Undirected,489,,,4,2
Jaime-Lannister,Joffrey-Baratheon,Undirected,490,,,12,2
Jaime-Lannister,Jon-Snow,Undirected,491,,,3,2
Jaime-Lannister,Mandon-Moore,Undirected,492,,,4,2
Jaime-Lannister,Petyr-Baelish,Undirected,493,,,4,2
Jaime-Lannister,Renly-Baratheon,Undirected,494,,,9,2
Jaime-Lannister,Robb-Stark,Undirected,495,,,11,2
Jaime-Lannister,Robert-Baratheon,Undirected,496,,,11,2
Jaime-Lannister,Sansa-Stark,Undirected,497,,,5,2
Jaime-Lannister,Stafford-Lannister,Undirected,498,,,3,2
Jaime-Lannister,Stannis-Baratheon,Undirected,499,,,6,2
Jaime-Lannister,Theon-Greyjoy,Undirected,500,,,4,2
Jaime-Lannister,Tyrion-Lannister,Undirected,501,,,25,2
Jaime-Lannister,Tysha,Undirected,502,,,3,2
Jaime-Lannister,Tywin-Lannister,Undirected,503,,,5,2
Janos-Slynt,Joffrey-Baratheon,Undirected,504,,,10,2
Janos-Slynt,Petyr-Baelish,Undirected,505,,,5,2
Janos-Slynt,Tyrion-Lannister,Undirected,506,,,26,2
Janos-Slynt,Varys,Undirected,507,,,7,2
Jaqen-Hghar,Rorge,Undirected,508,,,16,2
Jaqen-Hghar,Weese,Undirected,509,,,4,2
Jaqen-Hghar,Yoren,Undirected,510,,,3,2
Jaremy-Rykker,Jeor-Mormont,Undirected,511,,,3,2
Jaremy-Rykker,Thoren-Smallwood,Undirected,512,,,3,2
Jarman-Buckwell,Jeor-Mormont,Undirected,513,,,4,2
Jarman-Buckwell,Jon-Snow,Undirected,514,,,4,2
Jarman-Buckwell,Thoren-Smallwood,Undirected,515,,,6,2
Jason-Mallister,Theon-Greyjoy,Undirected,516,,,4,2
Jeor-Mormont,Jon-Snow,Undirected,517,,,63,2
Jeor-Mormont,Jorah-Mormont,Undirected,518,,,3,2
Jeor-Mormont,Mance-Rayder,Undirected,519,,,4,2
Jeor-Mormont,Ottyn-Wythers,Undirected,520,,,3,2
Jeor-Mormont,Qhorin-Halfhand,Undirected,521,,,12,2
Jeor-Mormont,Samwell-Tarly,Undirected,522,,,17,2
Jeor-Mormont,Thoren-Smallwood,Undirected,523,,,11,2
Jhogo,Jorah-Mormont,Undirected,524,,,6,2
Joffrey-Baratheon,Lancel-Lannister,Undirected,525,,,4,2
Joffrey-Baratheon,Loras-Tyrell,Undirected,526,,,3,2
Joffrey-Baratheon,Mace-Tyrell,Undirected,527,,,4,2
Joffrey-Baratheon,Mandon-Moore,Undirected,528,,,8,2
Joffrey-Baratheon,Margaery-Tyrell,Undirected,529,,,6,2
Joffrey-Baratheon,Meryn-Trant,Undirected,530,,,19,2
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,531,,,13,2
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,532,,,9,2
Joffrey-Baratheon,Petyr-Baelish,Undirected,533,,,20,2
Joffrey-Baratheon,Polliver,Undirected,534,,,3,2
Joffrey-Baratheon,Pycelle,Undirected,535,,,6,2
Joffrey-Baratheon,Rafford,Undirected,536,,,3,2
Joffrey-Baratheon,Renly-Baratheon,Undirected,537,,,11,2
Joffrey-Baratheon,Robb-Stark,Undirected,538,,,16,2
Joffrey-Baratheon,Robert-Baratheon,Undirected,539,,,20,2
Joffrey-Baratheon,Sandor-Clegane,Undirected,540,,,27,2
Joffrey-Baratheon,Sansa-Stark,Undirected,541,,,76,2
Joffrey-Baratheon,Stannis-Baratheon,Undirected,542,,,21,2
Joffrey-Baratheon,Tickler,Undirected,543,,,4,2
Joffrey-Baratheon,Tommen-Baratheon,Undirected,544,,,23,2
Joffrey-Baratheon,Tyrion-Lannister,Undirected,545,,,92,2
Joffrey-Baratheon,Tywin-Lannister,Undirected,546,,,11,2
Joffrey-Baratheon,Varys,Undirected,547,,,24,2
Joffrey-Baratheon,Yoren,Undirected,548,,,3,2
Jojen-Reed,Luwin,Undirected,549,,,7,2
Jojen-Reed,Meera-Reed,Undirected,550,,,18,2
Jojen-Reed,Osha,Undirected,551,,,4,2
Jojen-Reed,Rickon-Stark,Undirected,552,,,5,2
Jon-Fossoway,Mathis-Rowan,Undirected,553,,,3,2
Jon-Snow,Lark,Undirected,554,,,4,2
Jon-Snow,Mance-Rayder,Undirected,555,,,4,2
Jon-Snow,Nan,Undirected,556,,,4,2
Jon-Snow,Ottyn-Wythers,Undirected,557,,,3,2
Jon-Snow,Qhorin-Halfhand,Undirected,558,,,47,2
Jon-Snow,Rattleshirt,Undirected,559,,,7,2
Jon-Snow,Rickon-Stark,Undirected,560,,,5,2
Jon-Snow,Robb-Stark,Undirected,561,,,13,2
Jon-Snow,Robert-Baratheon,Undirected,562,,,6,2
Jon-Snow,Samwell-Tarly,Undirected,563,,,52,2
Jon-Snow,Stonesnake,Undirected,564,,,13,2
Jon-Snow,Thoren-Smallwood,Undirected,565,,,4,2
Jon-Snow,Ygritte,Undirected,566,,,12,2
Jon-Umber-(Greatjon),Robb-Stark,Undirected,567,,,8,2
Jorah-Mormont,Pono,Undirected,568,,,3,2
Jorah-Mormont,Rakharo,Undirected,569,,,3,2
Jorah-Mormont,Rhaegar-Targaryen,Undirected,570,,,4,2
Jorah-Mormont,Robert-Baratheon,Undirected,571,,,7,2
Koss,Yoren,Undirected,572,,,5,2
Kyra,Theon-Greyjoy,Undirected,573,,,4,2
Lancel-Lannister,Robert-Baratheon,Undirected,574,,,4,2
Lancel-Lannister,Sansa-Stark,Undirected,575,,,3,2
Lancel-Lannister,Tyrion-Lannister,Undirected,576,,,18,2
Lancel-Lannister,Varys,Undirected,577,,,3,2
Leobald-Tallhart,Rodrik-Cassel,Undirected,578,,,5,2
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,579,,,7,2
Lommy-Greenhands,Weasel,Undirected,580,,,7,2
Lommy-Greenhands,Woth,Undirected,581,,,3,2
Lommy-Greenhands,Yoren,Undirected,582,,,13,2
Loras-Tyrell,Mace-Tyrell,Undirected,583,,,6,2
Loras-Tyrell,Renly-Baratheon,Undirected,584,,,14,2
Loras-Tyrell,Robert-Baratheon,Undirected,585,,,3,2
Loras-Tyrell,Stannis-Baratheon,Undirected,586,,,4,2
Loras-Tyrell,Tyrion-Lannister,Undirected,587,,,8,2
Lorent-Caswell,Renly-Baratheon,Undirected,588,,,3,2
Lorren,Squint,Undirected,589,,,3,2
Lorren,Theon-Greyjoy,Undirected,590,,,7,2
Lorren,Urzen,Undirected,591,,,3,2
Lorren,Wex-Pyke,Undirected,592,,,4,2
Luwin,Meera-Reed,Undirected,593,,,4,2
Luwin,Osha,Undirected,594,,,12,2
Luwin,Rickon-Stark,Undirected,595,,,12,2
Luwin,Robb-Stark,Undirected,596,,,6,2
Luwin,Rodrik-Cassel,Undirected,597,,,18,2
Luwin,Theon-Greyjoy,Undirected,598,,,17,2
Luwin,Walder-Frey-(son-of-Merrett),Undirected,599,,,4,2
Lysa-Arryn,Tyrion-Lannister,Undirected,600,,,5,2
Mace-Tyrell,Paxter-Redwyne,Undirected,601,,,3,2
Mace-Tyrell,Randyll-Tarly,Undirected,602,,,3,2
Mace-Tyrell,Renly-Baratheon,Undirected,603,,,4,2
Mace-Tyrell,Stannis-Baratheon,Undirected,604,,,3,2
Mance-Rayder,Qhorin-Halfhand,Undirected,605,,,4,2
Mance-Rayder,Thoren-Smallwood,Undirected,606,,,3,2
Mandon-Moore,Sandor-Clegane,Undirected,607,,,5,2
Mandon-Moore,Sansa-Stark,Undirected,608,,,3,2
Mandon-Moore,Tyrion-Lannister,Undirected,609,,,16,2
Margaery-Tyrell,Renly-Baratheon,Undirected,610,,,13,2
Margaery-Tyrell,Sansa-Stark,Undirected,611,,,4,2
Margaery-Tyrell,Varys,Undirected,612,,,3,2
Martyn-Rivers,Robb-Stark,Undirected,613,,,3,2
Mathis-Rowan,Randyll-Tarly,Undirected,614,,,4,2
Mathis-Rowan,Renly-Baratheon,Undirected,615,,,8,2
Mathis-Rowan,Stannis-Baratheon,Undirected,616,,,3,2
Meera-Reed,Osha,Undirected,617,,,6,2
Meera-Reed,Rickon-Stark,Undirected,618,,,6,2
Melisandre,Renly-Baratheon,Undirected,619,,,4,2
Melisandre,Selyse-Florent,Undirected,620,,,6,2
Melisandre,Stannis-Baratheon,Undirected,621,,,14,2
Meryn-Trant,Osmund-Kettleblack,Undirected,622,,,8,2
Meryn-Trant,Polliver,Undirected,623,,,3,2
Meryn-Trant,Rafford,Undirected,624,,,3,2
Meryn-Trant,Sandor-Clegane,Undirected,625,,,10,2
Meryn-Trant,Tickler,Undirected,626,,,5,2
Meryn-Trant,Tyrion-Lannister,Undirected,627,,,7,2
Mikken,Osha,Undirected,628,,,3,2
Mikken,Theon-Greyjoy,Undirected,629,,,4,2
Monford-Velaryon,Stannis-Baratheon,Undirected,630,,,3,2
Myrcella-Baratheon,Robb-Stark,Undirected,631,,,3,2
Myrcella-Baratheon,Robert-Arryn,Undirected,632,,,4,2
Myrcella-Baratheon,Sandor-Clegane,Undirected,633,,,4,2
Myrcella-Baratheon,Sansa-Stark,Undirected,634,,,6,2
Myrcella-Baratheon,Tommen-Baratheon,Undirected,635,,,12,2
Myrcella-Baratheon,Trystane-Martell,Undirected,636,,,4,2
Myrcella-Baratheon,Tyrion-Lannister,Undirected,637,,,8,2
Olyvar-Frey,Robb-Stark,Undirected,638,,,4,2
Osha,Rickon-Stark,Undirected,639,,,8,2
Osha,Robb-Stark,Undirected,640,,,3,2
Osha,Theon-Greyjoy,Undirected,641,,,4,2
Osmund-Kettleblack,Osney-Kettleblack,Undirected,642,,,4,2
Osmund-Kettleblack,Sansa-Stark,Undirected,643,,,4,2
Osmund-Kettleblack,Tyrion-Lannister,Undirected,644,,,7,2
Ottyn-Wythers,Samwell-Tarly,Undirected,645,,,3,2
Palla,Theon-Greyjoy,Undirected,646,,,3,2
Patchface,Stannis-Baratheon,Undirected,647,,,6,2
Perwyn-Frey,Robb-Stark,Undirected,648,,,3,2
Perwyn-Frey,Wendel-Manderly,Undirected,649,,,3,2
Petyr-Baelish,Podrick-Payne,Undirected,650,,,4,2
Petyr-Baelish,Pycelle,Undirected,651,,,8,2
Petyr-Baelish,Renly-Baratheon,Undirected,652,,,5,2
Petyr-Baelish,Sansa-Stark,Undirected,653,,,4,2
Petyr-Baelish,Stannis-Baratheon,Undirected,654,,,8,2
Petyr-Baelish,Tyrion-Lannister,Undirected,655,,,41,2
Petyr-Baelish,Varys,Undirected,656,,,27,2
Podrick-Payne,Tyrion-Lannister,Undirected,657,,,13,2
Polliver,Rafford,Undirected,658,,,7,2
Polliver,Sandor-Clegane,Undirected,659,,,3,2
Polliver,Tickler,Undirected,660,,,3,2
Polliver,Weese,Undirected,661,,,3,2
Preston-Greenfield,Tyrion-Lannister,Undirected,662,,,3,2
Pyat-Pree,Xaro-Xhoan-Daxos,Undirected,663,,,10,2
Pycelle,Robert-Baratheon,Undirected,664,,,3,2
Pycelle,Shagga,Undirected,665,,,4,2
Pycelle,Stannis-Baratheon,Undirected,666,,,3,2
Pycelle,Tyrion-Lannister,Undirected,667,,,21,2
Pycelle,Varys,Undirected,668,,,9,2
Pylos,Shireen-Baratheon,Undirected,669,,,5,2
Pylos,Stannis-Baratheon,Undirected,670,,,11,2
Qhorin-Halfhand,Rattleshirt,Undirected,671,,,3,2
Qhorin-Halfhand,Stonesnake,Undirected,672,,,6,2
Qhorin-Halfhand,Thoren-Smallwood,Undirected,673,,,3,2
Qyburn,Roose-Bolton,Undirected,674,,,3,2
Rafford,Sandor-Clegane,Undirected,675,,,3,2
Rafford,Tickler,Undirected,676,,,4,2
Ramsay-Snow,Reek,Undirected,677,,,4,2
Ramsay-Snow,Robb-Stark,Undirected,678,,,3,2
Ramsay-Snow,Rodrik-Cassel,Undirected,679,,,5,2
Ramsay-Snow,Roose-Bolton,Undirected,680,,,5,2
Randyll-Tarly,Renly-Baratheon,Undirected,681,,,6,2
Randyll-Tarly,Stannis-Baratheon,Undirected,682,,,3,2
Rattleshirt,Ygritte,Undirected,683,,,4,2
Ramsay-Snow,Theon-Greyjoy,Undirected,684,,,14,2
Renly-Baratheon,Robb-Stark,Undirected,685,,,22,2
Renly-Baratheon,Robert-Baratheon,Undirected,686,,,29,2
Renly-Baratheon,Sansa-Stark,Undirected,687,,,4,2
Renly-Baratheon,Stannis-Baratheon,Undirected,688,,,70,2
Renly-Baratheon,Steffon-Baratheon,Undirected,689,,,3,2
Renly-Baratheon,Tyrion-Lannister,Undirected,690,,,14,2
Renly-Baratheon,Tywin-Lannister,Undirected,691,,,3,2
Renly-Baratheon,Varys,Undirected,692,,,5,2
Rhaegar-Targaryen,Robert-Baratheon,Undirected,693,,,5,2
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,694,,,3,2
Rhaenys-Targaryen,Visenya-Targaryen,Undirected,695,,,3,2
Rickard-Karstark,Robb-Stark,Undirected,696,,,3,2
Rickon-Stark,Robb-Stark,Undirected,697,,,12,2
Rickon-Stark,Rodrik-Cassel,Undirected,698,,,3,2
Rickon-Stark,Sansa-Stark,Undirected,699,,,5,2
Rickon-Stark,Theon-Greyjoy,Undirected,700,,,8,2
Rickon-Stark,Walder-Frey-(son-of-Merrett),Undirected,701,,,5,2
Robb-Stark,Robert-Baratheon,Undirected,702,,,3,2
Robb-Stark,Rodrik-Cassel,Undirected,703,,,9,2
Robb-Stark,Roose-Bolton,Undirected,704,,,7,2
Robb-Stark,Sansa-Stark,Undirected,705,,,11,2
Robb-Stark,Stafford-Lannister,Undirected,706,,,5,2
Robb-Stark,Stannis-Baratheon,Undirected,707,,,12,2
Robb-Stark,Theon-Greyjoy,Undirected,708,,,21,2
Robb-Stark,Tyrion-Lannister,Undirected,709,,,18,2
Robb-Stark,Tywin-Lannister,Undirected,710,,,6,2
Robb-Stark,Varys,Undirected,711,,,3,2
Robb-Stark,Walder-Frey,Undirected,712,,,6,2
Robb-Stark,Wyman-Manderly,Undirected,713,,,3,2
Robert-Baratheon,Sansa-Stark,Undirected,714,,,6,2
Robert-Baratheon,Stannis-Baratheon,Undirected,715,,,25,2
Robert-Baratheon,Tyrion-Lannister,Undirected,716,,,10,2
Robert-Baratheon,Tywin-Lannister,Undirected,717,,,4,2
Robert-Baratheon,Varys,Undirected,718,,,4,2
Robett-Glover,Rorge,Undirected,719,,,3,2
Robett-Glover,Vargo-Hoat,Undirected,720,,,3,2
Rodrik-Cassel,Roose-Bolton,Undirected,721,,,4,2
Rodrik-Cassel,Theon-Greyjoy,Undirected,722,,,12,2
Rodrik-Cassel,Walder-Frey-(son-of-Merrett),Undirected,723,,,3,2
Rodrik-Cassel,Wyman-Manderly,Undirected,724,,,6,2
Roose-Bolton,Tywin-Lannister,Undirected,725,,,5,2
Roose-Bolton,Vargo-Hoat,Undirected,726,,,6,2
Roose-Bolton,Walder-Frey,Undirected,727,,,3,2
Rorge,Vargo-Hoat,Undirected,728,,,3,2
Rorge,Yoren,Undirected,729,,,4,2
Salladhor-Saan,Stannis-Baratheon,Undirected,730,,,6,2
Sandor-Clegane,Sansa-Stark,Undirected,731,,,19,2
Sandor-Clegane,Tickler,Undirected,732,,,5,2
Sandor-Clegane,Tommen-Baratheon,Undirected,733,,,5,2
Sandor-Clegane,Tyrion-Lannister,Undirected,734,,,13,2
Sansa-Stark,Stannis-Baratheon,Undirected,735,,,8,2
Sansa-Stark,Tanda-Stokeworth,Undirected,736,,,4,2
Sansa-Stark,Tommen-Baratheon,Undirected,737,,,10,2
Sansa-Stark,Tyrion-Lannister,Undirected,738,,,31,2
Selyse-Florent,Stannis-Baratheon,Undirected,739,,,15,2
Shadd,Wendel-Manderly,Undirected,740,,,3,2
Shae,Stannis-Baratheon,Undirected,741,,,3,2
Shae,Tyrion-Lannister,Undirected,742,,,30,2
Shae,Tysha,Undirected,743,,,3,2
Shae,Varys,Undirected,744,,,16,2
Shagga,Timett,Undirected,745,,,4,2
Shagga,Tyrion-Lannister,Undirected,746,,,15,2
Squint,Theon-Greyjoy,Undirected,747,,,3,2
Stannis-Baratheon,Steffon-Baratheon,Undirected,748,,,3,2
Stannis-Baratheon,Tyrion-Lannister,Undirected,749,,,39,2
Stannis-Baratheon,Tywin-Lannister,Undirected,750,,,4,2
Stannis-Baratheon,Varys,Undirected,751,,,5,2
Stonesnake,Ygritte,Undirected,752,,,3,2
Stygg,Theon-Greyjoy,Undirected,753,,,4,2
Stygg,Werlag,Undirected,754,,,3,2
Syrio-Forel,Yoren,Undirected,755,,,3,2
Tanda-Stokeworth,Tyrion-Lannister,Undirected,756,,,4,2
Theon-Greyjoy,Urzen,Undirected,757,,,3,2
Theon-Greyjoy,Victarion-Greyjoy,Undirected,758,,,3,2
Theon-Greyjoy,Werlag,Undirected,759,,,3,2
Theon-Greyjoy,Wex-Pyke,Undirected,760,,,14,2
Timett,Tyrion-Lannister,Undirected,761,,,10,2
Timett,Varys,Undirected,762,,,3,2
Tommen-Baratheon,Tyrion-Lannister,Undirected,763,,,10,2
Tyrion-Lannister,Tysha,Undirected,764,,,4,2
Tyrion-Lannister,Tywin-Lannister,Undirected,765,,,6,2
Tyrion-Lannister,Varys,Undirected,766,,,63,2
Tyrion-Lannister,Vylarr,Undirected,767,,,6,2
Tywin-Lannister,Vargo-Hoat,Undirected,768,,,4,2
Tywin-Lannister,Weese,Undirected,769,,,7,2
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Merrett),Undirected,770,,,5,2
Walder-Frey-(son-of-Merrett),Wex-Pyke,Undirected,771,,,4,2
Weasel,Weese,Undirected,772,,,6,2
Woth,Yoren,Undirected,773,,,4,2
Palla,Ramsay-Snow,Undirected,774,,,3,
